id,published_date,title,isbn,price
589,10/10/10 11:42,Welcome to Rakuan-Inn,9.78979E+12,16500
590,10/10/10 11:47,Dawn Aria 6,9.78979E+12,16500
591,10/10/10 13:47,School Baby,9.78979E+12,16500
592,15/10/10 13:57,Cyboy 1,9.78979E+12,16500
593,10/10/10 14:05,The Princessa,9.78979E+12,16500
595,10/10/10 14:20,Monika 135,9.78979E+12,16500
597,15/10/10 14:08,Miracle Ball 12,9.78979E+12,16500
598,15/10/10 14:46,Bleach 35,9.78979E+12,16500
599,15/10/10 14:49,Kimi Ga Suki - I Love You - 2 of 3,9.78979E+12,16500
600,03/10/11 15:01,How to Make A princess 1,9.78979E+12,16500
601,15/10/10 15:38,Song of Love 6,9.78979E+12,16500
602,15/10/10 15:48,Because I Love You 2,9.78979E+12,16500
603,15/10/10 15:55,Love Remedy,Kohara Yuko,16500
605,05/10/11 22:02,Super Sweet Honey,9.78602E+12,16500
606,05/10/11 22:13,Takeru : Opera Susanoh Sword of the Devil 01,9.78602E+12,16500
607,05/10/11 22:17,Ai Hime-Love and Secret 01,9.78602E+12,16500
608,05/10/11 22:31,Ai Hime-Love and Secret 02,9.78602E+12,16500
609,05/10/11 22:32,Ai Hime-Love and Secret 03,9.78602E+12,16500
610,05/10/11 22:33,Love Sick 01,9.78602E+12,16500
615,05/10/11 22:44,Moon Fighters 02,9.78602E+12,16500
620,20/10/10 01:11,A BADBOY DRINKS TEA 10,9.78979E+12,16500
621,20/10/10 01:20,BEAUTY POP 8,9.78979E+12,16500
623,20/10/10 02:13,CANON,9.78979E+12,16500
624,20/10/10 02:21,COLD HEART,9.78979E+12,16500
625,20/10/10 02:35,GO! HIROMI GO! 4,9.78979E+12,16500
626,20/10/10 02:46,KINGDOM OF THE BEAST,9.78979E+12,16500
627,20/10/10 02:58,ORESAMA TEACHER 3,9.78979E+12,16500
628,20/10/10 03:10,TO THE TOP! 2,9.78979E+12,16500
631,15/10/10 12:25,Battle Brawlers  Bakugan 11,9.78979E+12,16500
632,20/10/10 12:39,Shanaou Yoshitsune Genpei War 7,9.78979E+12,16500
633,20/10/10 12:52,Love Survival,9.78979E+12,16500
634,25/10/10 13:22,Misunderstand Girl and Angry Prince,9.78979E+12,16500
636,12/10/11 17:42,Sable Prince 01,9.78602E+12,16500
637,12/10/11 17:45,Blizzard Axel 11,9.78602E+12,16500
638,12/10/11 17:46,The Adventurr of Yoshito Sama 01,9.78602E+12,16500
639,12/10/11 17:48,Kitche Palette 03,9.78602E+12,16500
640,12/10/11 17:50,Pure Love Station,9.78602E+12,16500
641,12/10/11 17:53,My Lovely Class Leader 04,9.78602E+12,16500
642,12/10/11 17:54,Next to You 01,9.78602E+12,16500
649,10/10/11 18:14,Aoizaka Baseball Club 21,9.78602E+12,16500
